url_path,views_total,views_unique
/twentyTwo/vsc-ext-coding-time-tracker,79,20
/twentyTwo/vsc-ext-coding-time-tracker/actions,45,1
/twentyTwo/vsc-ext-coding-time-tracker/pulls,16,3
/twentyTwo/vsc-ext-coding-time-tracker/issues,12,5
/twentyTwo/vsc-ext-coding-time-tracker/actions/workflows/publish.yml,11,1
/twentyTwo/vsc-ext-coding-time-tracker/tree/main/src,10,6
/twentyTwo/vsc-ext-coding-time-tracker/branches,8,2
/twentyTwo/vsc-ext-coding-time-tracker/actions/workflows/repo-stats.yml,8,1
/twentyTwo/vsc-ext-coding-time-tracker/issues/14,7,7
/twentyTwo/vsc-ext-coding-time-tracker/blob/main/.github/workflows/publish.yml,6,2
