time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,3,3,12,6
2026-04-03 00:00:00+00:00,11,5,8,5
2026-04-04 00:00:00+00:00,8,6,10,5
2026-04-05 00:00:00+00:00,24,11,18,7
2026-04-06 00:00:00+00:00,5,4,4,2
2026-04-07 00:00:00+00:00,14,7,1,1
2026-04-08 00:00:00+00:00,0,0,16,6
2026-04-09 00:00:00+00:00,18,9,10,6
2026-04-10 00:00:00+00:00,3,3,9,5
2026-04-11 00:00:00+00:00,8,3,7,5
2026-04-12 00:00:00+00:00,2,2,9,3
2026-04-13 00:00:00+00:00,50,17,17,6
2026-04-14 00:00:00+00:00,2,2,31,4
2026-04-15 00:00:00+00:00,26,8,3,3
