time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-04 00:00:00+00:00,3,3,2,1
2026-05-05 00:00:00+00:00,47,13,6,6
2026-05-06 00:00:00+00:00,1,1,10,4
2026-05-07 00:00:00+00:00,31,9,10,6
2026-05-08 00:00:00+00:00,3,3,7,5
2026-05-09 00:00:00+00:00,38,12,7,3
2026-05-10 00:00:00+00:00,1,1,5,4
2026-05-11 00:00:00+00:00,29,8,4,4
2026-05-12 00:00:00+00:00,18,5,4,3
2026-05-13 00:00:00+00:00,20,5,3,1
2026-05-14 00:00:00+00:00,21,10,16,4
2026-05-15 00:00:00+00:00,27,9,15,6
2026-05-16 00:00:00+00:00,3,3,6,4
2026-05-17 00:00:00+00:00,11,5,2,2
