time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,2,2,31,4
2026-04-15 00:00:00+00:00,26,8,3,3
2026-04-16 00:00:00+00:00,0,0,3,3
2026-04-17 00:00:00+00:00,16,6,2,2
2026-04-18 00:00:00+00:00,1,1,2,2
2026-04-19 00:00:00+00:00,27,13,1,1
2026-04-20 00:00:00+00:00,21,12,30,1
2026-04-21 00:00:00+00:00,64,23,6,3
2026-04-22 00:00:00+00:00,36,16,3,3
2026-04-23 00:00:00+00:00,68,28,2,2
2026-04-24 00:00:00+00:00,26,12,7,6
2026-04-25 00:00:00+00:00,50,18,4,4
2026-04-26 00:00:00+00:00,1,1,37,8
2026-04-27 00:00:00+00:00,37,15,22,6
