time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-31 00:00:00+00:00,22,8,5,2
2026-08-01 00:00:00+00:00,5,5,0,0
2026-08-02 00:00:00+00:00,8,2,3,1
2026-08-03 00:00:00+00:00,11,8,22,6
2026-08-04 00:00:00+00:00,5,3,7,4
2026-08-05 00:00:00+00:00,6,6,12,2
2026-08-06 00:00:00+00:00,1,1,1,1
2026-08-07 00:00:00+00:00,2,2,0,0
2026-08-08 00:00:00+00:00,19,9,4,4
2026-08-09 00:00:00+00:00,4,4,1,1
2026-08-10 00:00:00+00:00,2,2,12,2
2026-08-11 00:00:00+00:00,34,33,10,6
2026-08-12 00:00:00+00:00,3,3,3,2
2026-08-13 00:00:00+00:00,21,8,5,2
