time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-30 00:00:00+00:00,0,0,9,4
2026-08-31 00:00:00+00:00,20,9,7,5
2026-09-01 00:00:00+00:00,14,7,8,5
2026-09-02 00:00:00+00:00,9,4,3,3
2026-09-03 00:00:00+00:00,6,6,5,3
2026-09-04 00:00:00+00:00,7,6,1,1
2026-09-05 00:00:00+00:00,5,3,1,1
2026-09-06 00:00:00+00:00,19,10,3,3
2026-09-07 00:00:00+00:00,5,5,1,1
2026-09-08 00:00:00+00:00,11,5,6,6
2026-09-09 00:00:00+00:00,17,7,5,3
2026-09-10 00:00:00+00:00,4,4,1,1
2026-09-11 00:00:00+00:00,14,11,5,2
2026-09-12 00:00:00+00:00,3,3,9,3
