time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-14 00:00:00+00:00,1,1,11,3
2026-02-15 00:00:00+00:00,27,10,4,1
2026-02-16 00:00:00+00:00,6,6,4,4
2026-02-17 00:00:00+00:00,26,13,62,9
2026-02-18 00:00:00+00:00,3,3,13,5
2026-02-19 00:00:00+00:00,32,11,4,3
2026-02-20 00:00:00+00:00,7,5,16,4
2026-02-21 00:00:00+00:00,27,10,12,3
2026-02-22 00:00:00+00:00,7,7,5,3
2026-02-23 00:00:00+00:00,15,6,12,4
2026-02-24 00:00:00+00:00,3,3,25,6
2026-02-25 00:00:00+00:00,24,8,9,7
2026-02-26 00:00:00+00:00,3,3,3,3
2026-02-27 00:00:00+00:00,21,8,12,6
